id	verdict	diagnosis	admissionBlockers	ownerFailureCodes	engineAgreement	plannerOwnership	surfaceGate	mainProofSource	mainClaimScope	packetSummary	contractId	contractStatus	contractFailures	sceneType	ownerTrace	release	taxonomy	ply	fen	playedUci	enginePv	primary	moveReview	reason
source-karpov-unzicker-1974-break-prevention	reject_owner_missing	root_vocabulary_or_extraction_gap	owner:break_prevention_no_prevented_plan	break_prevention_no_prevented_plan	top_pv_matches_played	position_probe_missing	not_reached_no_release	-	-	-	-	-	-	forcing_defense	scene=forcing_defense;selected=WhyNow:ForcingDefense:threat;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate|ForcingDefense:source_kind=threat:materiality=owner_candidate:move_linked=true:support_material=false:mapping=ForcingDefense/move_linked:source_kinds=threat:questions=WhatMustBeStopped+WhyNow:admission_decision=PrimaryAllowed:admission_reason=forcing_defense_primary_in_forcing_scene:urgent_threat;dropped=DecisionTiming:close_candidate:SupportOnly+enriched_close_candidate+missing_move_owner+state_truth_only+support_material_not_owner_legal	-	source_break_prevention	41	r1r3k1/1nqbbp1p/3p1np1/1ppPp3/1P2P3/2PBBN1P/3Q1PP1/R3RNK1 w - - 0 21	f1g3	f1g3 f6e8 f3h2 a8a4 a1a4 b5a4 g3e2 c8a8 e1a1 a4a3 e2g3 b7d8 h2f3 c5b4 c3b4 c7b7 d2c3	The move has to happen now because otherwise Ng3 is demanded immediately.	The move has to happen now because otherwise Ng3 is demanded immediately. If delayed, the reply becomes forced.	admission_blocked: owner:break_prevention_no_prevented_plan; planner_owner_missing_or_surface_unsafe: WhyThis:missing_move_owner | WhatMattersHere:position_probe_missing | WhatChanged:state_truth_only
source-karpov-unzicker-1974-break-prevention	reject_owner_missing	root_vocabulary_or_extraction_gap	owner:break_prevention_no_prevented_plan	break_prevention_no_prevented_plan	near_top_multipv_contains_played_top=h7h5_gap=4cp	position_probe_missing	not_reached_no_release	-	-	-	-	-	-	quiet_improvement	scene=quiet_improvement;selected=-:-:-;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate|MoveDelta:source_kind=pv_delta:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=pv_delta:questions=WhatChanged:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:move_local_delta;dropped=DecisionTiming:close_candidate:SupportOnly+demote_target_unavailable+demoted_to=WhyThis+demotion_intentional_drop+enriched_close_candidate+generic_urgency_only+missing_move_owner+state_truth_only+support_material_not_owner_legal	-	source_break_prevention	42	r1r3k1/1nqbbp1p/3p1np1/1ppPp3/1P2P3/2PBBNNP/3Q1PP1/R3R1K1 b - - 1 21	e7f8	h7h5 a1a2 c5c4 d3e2 a8a2 d2a2 b7d8 e1a1 f6e8 e2d1 g8h8 a2d2	-	This puts the bishop on f8.	admission_blocked: owner:break_prevention_no_prevented_plan; planner_owner_missing_or_surface_unsafe: WhyThis:missing_move_owner | WhatMattersHere:position_probe_missing | WhatChanged:state_truth_only | WhyNow:generic_urgency_only+demotion_intentional_drop+demote_target_unavailable+demoted_to=WhyThis
source-karpov-unzicker-1974-break-prevention	reject_owner_missing	root_vocabulary_or_extraction_gap	owner:break_prevention_no_prevented_plan	break_prevention_no_prevented_plan	top_pv_matches_played	position_probe_missing	not_reached_no_release	-	-	-	-	-	-	quiet_improvement	scene=quiet_improvement;selected=-:-:-;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate;dropped=DecisionTiming:close_candidate:SupportOnly+demote_target_unavailable+demoted_to=WhyThis+demotion_intentional_drop+enriched_close_candidate+generic_urgency_only+missing_move_owner+state_truth_only+support_material_not_owner_legal	-	source_break_prevention	43	r1r2bk1/1nqb1p1p/3p1np1/1ppPp3/1P2P3/2PBBNNP/3Q1PP1/R3R1K1 w - - 2 22	a1a2	a1a2 c5c4 d3e2 a8a2 d2a2 c8b8 e1a1 c7c8 e3g5 f6e8 f3h2 f7f6 g5e3 b7d8 e2g4 d8f7 g4d7 c8d7 a2a7 b8b7	-	This puts the rook on a2.	admission_blocked: owner:break_prevention_no_prevented_plan; planner_owner_missing_or_surface_unsafe: WhyThis:missing_move_owner | WhatMattersHere:position_probe_missing | WhatChanged:state_truth_only | WhyNow:generic_urgency_only+demotion_intentional_drop+demote_target_unavailable+demoted_to=WhyThis
source-karpov-unzicker-1974-break-prevention	reject_owner_missing	root_vocabulary_or_extraction_gap	proof:break_prevention_contract_mismatch	proof:break_prevention_contract_mismatch	top_pv_matches_played	position_probe_scene_blocked	not_reached_no_release	color_complex_squeeze_probe	PositionLocal	proof_source=color_complex_squeeze_probe;proof_family=color_complex_squeeze;scope=PositionLocal;fallback=WeakMain;same_branch=Proven;persistence=Stable;seed=e4+weak_square:e4+color_complex:light+minor_piece:knight_f6+attacks:e4+minor_piece_attack:f6-e4+color_complex_squeeze_probe+color_complex_squeeze+coordination improvement+c4+a4+supports immediate tactical gain counterplay+outpost pressure+open file pressure+d3+contest the bishop on d3+c5+e4+weak_square:e4+color_complex:light+minor_piece:knight_f6+attacks:e4+minor_piece_attack:f6-e4+color_complex_squeeze_probe+color_complex_squeeze+a2+d2+c-file+queenside;continuation=c5c4|d3e2+Be2+color_complex_squeeze_probe+weak_square:e4+e4+best_branch:a8a2|d2a2+a8a2+d2a2;suppression=;risks=	runtime:color_complex_squeeze	Releasable	-	forcing_defense	scene=forcing_defense;selected=WhyNow:ForcingDefense:threat;candidates=DecisionTiming:source_kind=prevented_plan:materiality=support_material:move_linked=true:support_material=true:mapping=DecisionTiming/move_linked:source_kinds=prevented_plan:questions=WhatChanged+WhyNow:timing_source=prevented_resource:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:prevented_resource_timing|ForcingDefense:source_kind=threat:materiality=owner_candidate:move_linked=true:support_material=false:mapping=ForcingDefense/move_linked:source_kinds=threat:questions=WhatMustBeStopped+WhyNow:admission_decision=PrimaryAllowed:admission_reason=forcing_defense_primary_in_forcing_scene:urgent_threat|PositionProbe:source_kind=color_complex_squeeze_probe:materiality=owner_candidate:move_linked=false:support_material=false:mapping=PositionProbe/position_local:source_kinds=color_complex_squeeze_probe:questions=WhatMattersHere:admission_decision=SupportOnly:admission_reason=position_probe_support_only_outside_quiet_scene:certified_position_probe+current_position_probe;dropped=DecisionTiming:prevented_plan:SupportOnly+prevented_resource_timing+state_truth_only+support_material_not_owner_legal|PositionProbe:color_complex_squeeze_probe:SupportOnly+admission_SupportOnly+certified_position_probe+current_position_probe+planner_owner=PositionProbe+planner_source=color_complex_squeeze_probe+position_probe_support_only_outside_quiet_scene+scene=forcing_defense	-	source_break_prevention	44	r1r2bk1/1nqb1p1p/3p1np1/1ppPp3/1P2P3/2PBBNNP/R2Q1PP1/4R1K1 b - - 3 22	c5c4	c5c4 d3e2 a8a2 d2a2 b7d8 e1a1 c8b8 e2d1 f6e8 f3h2 f7f6 d1g4 d7g4 h3g4 d8f7 a2a7 b8b7 a7a8 b7b8 a8a6 f8h6 e3h6 f7h6 a6a7 b8b7	The move has to happen now because otherwise c4 is demanded immediately.	The move has to happen now because otherwise c4 is demanded immediately. If delayed, the reply becomes forced.	admission_blocked: proof:break_prevention_contract_mismatch; planner_owner_missing_or_surface_unsafe: WhyThis:missing_move_owner | WhatChanged:state_truth_only | WhatMattersHere:admission_SupportOnly+position_probe_support_only_outside_quiet_scene+scene=forcing_defense+planner_owner=PositionProbe+planner_source=color_complex_squeeze_probe
source-karpov-unzicker-1974-break-prevention	reject_owner_missing	engine_top_move_disagrees	engine:source_move_absent_from_multipv;owner:break_prevention_persistence_unstable	break_prevention_persistence_unstable	pv_available_top_differs:d3f1	position_probe_missing	not_reached_no_release	-	-	-	-	-	-	quiet_improvement	scene=quiet_improvement;selected=-:-:-;candidates=DecisionTiming:source_kind=decision_comparison:materiality=owner_candidate:move_linked=true:support_material=false:mapping=DecisionTiming/bare_engine_gap:source_kinds=decision_comparison:questions=WhatChanged+WhyNow:timing_source=decision_comparison:decision_comparison_detail=bare_engine_gap:admission_decision=SupportOnly:admission_reason=decision_timing_support_only:bare_engine_gap+timing_loss|DecisionTiming:source_kind=prevented_plan:materiality=support_material:move_linked=true:support_material=true:mapping=DecisionTiming/move_linked:source_kinds=prevented_plan:questions=WhatChanged+WhyNow:timing_source=prevented_resource:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:prevented_resource_timing|MoveDelta:source_kind=pv_delta:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=pv_delta:questions=WhatChanged:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:move_local_delta;dropped=DecisionTiming:decision_comparison:SupportOnly+admission_missing_owner_candidate+bare_engine_gap+decision_timing_support_only+scene=quiet_improvement+state_truth_only+timing_loss|DecisionTiming:prevented_plan:SupportOnly+admission_missing_owner_candidate+prevented_resource_timing+scene=quiet_improvement+state_truth_only+support_material_not_owner_legal	-	source_break_prevention	45	r1r2bk1/1nqb1p1p/3p1np1/1p1Pp3/1Pp1P3/2PBBNNP/R2Q1PP1/4R1K1 w - - 0 23	d3b1	d3f1 a8a2 d2a2 b7d8 f1e2 f6e8 f3h2 h7h5 e1a1 c8b8 h2f3 c7c8 g1h2 f8e7 e2d1 h5h4 g3e2	-	This puts the bishop on b1.	admission_blocked: engine:source_move_absent_from_multipv;owner:break_prevention_persistence_unstable; planner_owner_missing_or_surface_unsafe: WhyThis:missing_move_owner | WhatMattersHere:position_probe_missing | WhatChanged:state_truth_only | WhyNow:admission_missing_owner_candidate+scene=quiet_improvement
source-karpov-unzicker-1974-break-prevention	reject_owner_missing	engine_top_move_disagrees	engine:source_move_absent_from_multipv;owner:break_prevention_no_prevented_plan	break_prevention_no_prevented_plan	pv_available_top_differs:f6e8	position_probe_missing	not_reached_no_release	-	-	-	-	-	-	quiet_improvement	scene=quiet_improvement;selected=-:-:-;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate|MoveDelta:source_kind=pv_delta:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=pv_delta:questions=WhatChanged:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:move_local_delta;dropped=DecisionTiming:close_candidate:SupportOnly+demote_target_unavailable+demoted_to=WhyThis+demotion_intentional_drop+enriched_close_candidate+generic_urgency_only+missing_move_owner+state_truth_only+support_material_not_owner_legal	-	source_break_prevention	46	r1r2bk1/1nqb1p1p/3p1np1/1p1Pp3/1Pp1P3/2P1BNNP/R2Q1PP1/1B2R1K1 b - - 1 23	c7d8	f6e8 d2b2 b7d8 h3h4 c7b7 h4h5 a8a2 b2a2 c8a8 a2d2 f8g7	-	This puts the queen on d8.	admission_blocked: engine:source_move_absent_from_multipv;owner:break_prevention_no_prevented_plan; planner_owner_missing_or_surface_unsafe: WhyThis:missing_move_owner | WhatMattersHere:position_probe_missing | WhatChanged:state_truth_only | WhyNow:generic_urgency_only+demotion_intentional_drop+demote_target_unavailable+demoted_to=WhyThis
source-karpov-unzicker-1974-break-prevention	reject_owner_missing	root_vocabulary_or_extraction_gap	owner:break_prevention_no_prevented_plan	break_prevention_no_prevented_plan	top_pv_matches_played	position_probe_missing	not_reached_no_release	-	-	-	-	-	-	forcing_defense	scene=forcing_defense;selected=WhyNow:ForcingDefense:threat;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate|ForcingDefense:source_kind=threat:materiality=owner_candidate:move_linked=true:support_material=false:mapping=ForcingDefense/move_linked:source_kinds=threat:questions=WhatMustBeStopped+WhyNow:admission_decision=PrimaryAllowed:admission_reason=forcing_defense_primary_in_forcing_scene:urgent_threat;dropped=DecisionTiming:close_candidate:SupportOnly+enriched_close_candidate+missing_move_owner+state_truth_only+support_material_not_owner_legal	-	source_break_prevention	47	r1rq1bk1/1n1b1p1p/3p1np1/1p1Pp3/1Pp1P3/2P1BNNP/R2Q1PP1/1B2R1K1 w - - 2 24	e3a7	e3a7 d8c7 d2e3 b7d8 b1c2 f6e8 e1a1 c7b7 g3e2 f7f6 f3h2 d8f7 f2f4 f8h6 e3f2 e8c7 h2f1 c8f8 f4f5 g6f5 e4f5 c7d5 c2e4	The move has to happen now because otherwise Ba7 is demanded immediately.	The move has to happen now because otherwise Ba7 is demanded immediately. If delayed, the reply becomes forced. One concrete line that keeps the idea in play is a) Rxa8 Rxa8 Nh2.	admission_blocked: owner:break_prevention_no_prevented_plan; planner_owner_missing_or_surface_unsafe: WhyThis:missing_move_owner | WhatMattersHere:position_probe_missing | WhatChanged:state_truth_only
source-karpov-andersson-1975-hedgehog-break-screen	reject_owner_missing	root_vocabulary_or_extraction_gap	owner:break_prevention_no_prevented_plan	break_prevention_no_prevented_plan	top_pv_matches_played	position_probe_missing	not_reached_no_release	-	-	-	-	-	-	quiet_improvement	scene=quiet_improvement;selected=-:-:-;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate;dropped=DecisionTiming:close_candidate:SupportOnly+demote_target_unavailable+demoted_to=WhyThis+demotion_intentional_drop+enriched_close_candidate+generic_urgency_only+missing_move_owner+state_truth_only+support_material_not_owner_legal	-	source_break_prevention	47	bq1rrbk1/3n1pp1/pp1ppn1p/8/2P1P3/2N1BP2/PP1NBQPP/2RR3K w - - 6 24	a2a3	a2a3 a6a5 d2f1 d8c8 f1g3 a8b7 e3f4 b7a6 b2b3 d7e5 e2f1 e5g6 f4e3 d6d5 c4d5 a6f1 f2f1	-	This moves the pawn to a3.	admission_blocked: owner:break_prevention_no_prevented_plan; planner_owner_missing_or_surface_unsafe: WhyThis:missing_move_owner | WhatMattersHere:position_probe_missing | WhatChanged:state_truth_only | WhyNow:generic_urgency_only+demotion_intentional_drop+demote_target_unavailable+demoted_to=WhyThis
source-karpov-andersson-1975-hedgehog-break-screen	reject_owner_missing	root_vocabulary_or_extraction_gap	proof:break_prevention_contract_mismatch	proof:break_prevention_contract_mismatch	near_top_multipv_contains_played_top=a8b7_gap=8cp	primary_SupportedLocal	supported_local_surface_passed	iqp_inducement_probe	MoveLocal	proof_source=iqp_inducement_probe;proof_family=iqp_inducement;scope=MoveLocal;fallback=WeakMain;same_branch=Proven;persistence=Stable;seed=d5+isolated_pawn:d5+iqp_inducement+open file occupation+c5+d4+supports immediate tactical gain counterplay+central foothold+pressure on a fixed weakness+c3+contest the knight on c3+central_break_timing+...d6-d5+d5+break_square:d5+pv_gap:100+board:played_move_direct+board:played_break+isolated_pawn:d5+iqp_inducement+e3+c-file+center;continuation=d6d5|c4d5+cxd5+iqp_inducement_probe+fixed_target:d5+d5+best_branch:e6d5|e4d5+e6d5+e4d5+iqp_inducement_branch+isolated_pawn:d5+d6d5+c4d5;suppression=;risks=	subplan:iqp_inducement	Releasable	-	quiet_improvement	scene=quiet_improvement;selected=WhyThis:MoveDelta:iqp_inducement_probe;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate|MoveDelta:source_kind=iqp_inducement_probe:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=iqp_inducement_probe:questions=WhatChanged+WhyThis:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:main_move_claim|MoveDelta:source_kind=pv_delta:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=pv_delta:questions=WhatChanged:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:move_local_delta;dropped=DecisionTiming:close_candidate:SupportOnly+enriched_close_candidate+support_material_not_owner_legal	SupportedLocal	source_break_prevention	48	bq1rrbk1/3n1pp1/pp1ppn1p/8/2P1P3/P1N1BP2/1P1NBQPP/2RR3K b - - 0 24	d6d5	a8b7 b2b4 d6d5 e4d5 e6d5 c4d5 b6b5 d2f1 d7e5 e3b6 d8d7 f1e3 e5g6 c3b5 b7d5 b5c7 b8b6 c7e8 f6e8	This sequence leaves an isolated pawn as the local target.	A key idea is that This sequence leaves an isolated pawn as the local target. Both candidate branches are viable: the played d5 (prophylactic defense) advances via 24... d5 25. cxd5 exd5, whereas Bb7 (positional maneuvering) advances via 24... Bb7 25. b4 d5.	admission_blocked: proof:break_prevention_contract_mismatch; planner_owner_missing_or_surface_unsafe: WhatMattersHere:position_probe_missing
source-karpov-andersson-1975-hedgehog-break-screen	reject_owner_missing	root_vocabulary_or_extraction_gap	proof:break_prevention_contract_mismatch	proof:break_prevention_contract_mismatch	top_pv_matches_played	primary_SupportedLocal	supported_local_surface_passed	iqp_inducement_probe	MoveLocal	proof_source=iqp_inducement_probe;proof_family=iqp_inducement;scope=MoveLocal;fallback=WeakMain;same_branch=Proven;persistence=Stable;seed=d5+isolated_pawn:d5+iqp_inducement+a cleaner bishop circuit+d3+e5+supports immediate tactical gain counterplay+central foothold+pressure on a fixed weakness+d5+contest the pawn on d5+isolated_pawn:d5+iqp_inducement+a6+c5+e-file+center;continuation=c4d5|e6d5+exd5+iqp_inducement_probe+fixed_target:d5+d5+best_branch:e4d5|f6d5+e4d5+f6d5+iqp_inducement_branch+isolated_pawn:d5+c4d5+e6d5;suppression=;risks=	subplan:iqp_inducement	Releasable	-	quiet_improvement	scene=quiet_improvement;selected=WhyThis:MoveDelta:iqp_inducement_probe;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate|MoveDelta:source_kind=iqp_inducement_probe:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=iqp_inducement_probe:questions=WhatChanged+WhyThis:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:main_move_claim|MoveDelta:source_kind=pv_delta:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=pv_delta:questions=WhatChanged:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:move_local_delta;dropped=DecisionTiming:close_candidate:SupportOnly+admission_missing_owner_candidate+enriched_close_candidate+scene=quiet_improvement+support_material_not_owner_legal	SupportedLocal	source_break_prevention	49	bq1rrbk1/3n1pp1/pp2pn1p/3p4/2P1P3/P1N1BP2/1P1NBQPP/2RR3K w - - 0 25	c4d5	c4d5 e6d5 e4d5 f6d5 c3d5 a8d5 e2a6 f8c5 e3c5 b6c5 a3a4 d5c6 b2b3 d7e5 d1e1 e5d3 e1e8 c6e8 a6d3 d8d3	This sequence leaves an isolated pawn as the local target.	A key idea is that This sequence leaves an isolated pawn as the local target. Both candidate branches are viable: the played cxd5 (pawn break) trades via 25. cxd5 exd5 26. exd5, whereas exd5 (pawn break) trades via 25. exd5 exd5 26. cxd5.	admission_blocked: proof:break_prevention_contract_mismatch; planner_owner_missing_or_surface_unsafe: WhatMattersHere:position_probe_missing | WhyNow:admission_missing_owner_candidate+scene=quiet_improvement
source-karpov-andersson-1975-hedgehog-break-screen	reject_owner_missing	root_vocabulary_or_extraction_gap	proof:break_prevention_contract_mismatch	proof:break_prevention_contract_mismatch	top_pv_matches_played	primary_SupportedLocal	supported_local_surface_passed	iqp_inducement_probe	MoveLocal	proof_source=iqp_inducement_probe;proof_family=iqp_inducement;scope=MoveLocal;fallback=WeakMain;same_branch=Proven;persistence=Stable;seed=d5+isolated_pawn:d5+iqp_inducement+open file occupation+c5+b5+supports immediate tactical gain counterplay+outpost pressure+improves piece placement+c3+contest the knight on c3+d5+isolated_pawn:d5+iqp_inducement+e4+e-file+center;continuation=e6d5|e4d5+exd5+iqp_inducement_probe+fixed_target:d5+d5+best_branch:b6b5|d2e4+b6b5+d2e4+iqp_inducement_branch+isolated_pawn:d5+e6d5+e4d5;suppression=;risks=	subplan:iqp_inducement	Releasable	-	quiet_improvement	scene=quiet_improvement;selected=WhyThis:MoveDelta:iqp_inducement_probe;candidates=MoveDelta:source_kind=iqp_inducement_probe:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=iqp_inducement_probe:questions=WhatChanged+WhyThis:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:main_move_claim|MoveDelta:source_kind=pv_delta:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=pv_delta:questions=WhatChanged:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:move_local_delta;dropped=	SupportedLocal	source_break_prevention	50	bq1rrbk1/3n1pp1/pp2pn1p/3P4/4P3/P1N1BP2/1P1NBQPP/2RR3K b - - 0 25	e6d5	e6d5 e4d5 b6b5 d2e4 b8e5 e3d4 e5f4 f2e3 f4b8 d4f6 d7f6 e4f6 g7f6	This sequence leaves an isolated pawn as the local target.	A key idea is that This sequence leaves an isolated pawn as the local target.	admission_blocked: proof:break_prevention_contract_mismatch; planner_owner_missing_or_surface_unsafe: WhatMattersHere:position_probe_missing
source-karpov-andersson-1975-iqp-inducement	admit_authority_row	admit_ready	none	-	top_pv_matches_played	primary_SupportedLocal	supported_local_surface_passed	iqp_inducement_probe	MoveLocal	proof_source=iqp_inducement_probe;proof_family=iqp_inducement;scope=MoveLocal;fallback=WeakMain;same_branch=Proven;persistence=Stable;seed=d5+isolated_pawn:d5+iqp_inducement+a cleaner bishop circuit+d3+e5+supports immediate tactical gain counterplay+central foothold+pressure on a fixed weakness+d5+contest the pawn on d5+isolated_pawn:d5+iqp_inducement+a6+c5+e-file+center;continuation=c4d5|e6d5+exd5+iqp_inducement_probe+fixed_target:d5+d5+best_branch:e4d5|f6d5+e4d5+f6d5+iqp_inducement_branch+isolated_pawn:d5+c4d5+e6d5;suppression=;risks=	subplan:iqp_inducement	Releasable	-	quiet_improvement	scene=quiet_improvement;selected=WhyThis:MoveDelta:iqp_inducement_probe;candidates=DecisionTiming:source_kind=close_candidate:materiality=support_material:move_linked=false:support_material=true:mapping=DecisionTiming/support_only:source_kinds=alternative_narrative+close_candidate+enriched_close_candidate:questions=WhatChanged+WhyNow+WhyThis:timing_source=close_candidate:admission_decision=SupportOnly:admission_reason=support_material_not_owner_legal:enriched_close_candidate|MoveDelta:source_kind=iqp_inducement_probe:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=iqp_inducement_probe:questions=WhatChanged+WhyThis:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:main_move_claim|MoveDelta:source_kind=pv_delta:materiality=owner_candidate:move_linked=true:support_material=false:mapping=MoveDelta/move_linked:source_kinds=pv_delta:questions=WhatChanged:admission_decision=PrimaryAllowed:admission_reason=move_delta_primary_in_quiet_or_conversion_scene:move_local_delta;dropped=DecisionTiming:close_candidate:SupportOnly+admission_missing_owner_candidate+enriched_close_candidate+scene=quiet_improvement+support_material_not_owner_legal	SupportedLocal	source_iqp_inducement	49	bq1rrbk1/3n1pp1/pp2pn1p/3p4/2P1P3/P1N1BP2/1P1NBQPP/2RR3K w - - 0 25	c4d5	c4d5 e6d5 e4d5 f6d5 c3d5 a8d5 e2a6 f8c5 e3c5 b6c5 a3a4 d5c6 b2b3 d7e5 d1e1 e5d3 e1e8 c6e8 a6d3 d8d3	This sequence leaves an isolated pawn as the local target.	A key idea is that This sequence leaves an isolated pawn as the local target. Both candidate branches are viable: the played cxd5 (pawn break) trades via 25. cxd5 exd5 26. exd5, whereas exd5 (pawn break) trades via 25. exd5 exd5 26. cxd5.	exact replay and surfaces agree
